user_id,age,gender,income,occupation,city,interests,budget,has_car,purchase_intent
user_0075,35,女,12067,销售,上海,"健身,摄影,高尔夫,美食",8,是,无
user_0076,46,女,30173,企业管理者,深圳,"健身,美食,音乐,科技,高尔夫",13,否,观望
user_0077,31,男,22698,互联网从业者,重庆,"健身,高尔夫,科技,音乐",21,是,无
user_0078,39,男,16747,金融从业者,上海,"旅游,摄影",10,否,观望
user_0079,35,女,21359,教师,武汉,"健身,美食,旅游,高尔夫",8,是,无
user_0080,40,女,20401,互联网从业者,重庆,"美食,旅游,科技",10,否,首购
user_0081,46,男,26211,互联网从业者,深圳,"旅游,音乐,高尔夫",10,否,首购
user_0082,27,男,8707,教师,南京,"旅游,阅读,音乐,科技",5,否,观望
user_0083,34,男,14514,互联网从业者,上海,"科技,高尔夫,摄影",8,否,首购
user_0084,46,男,47433,企业管理者,成都,"音乐,美食,科技,健身,高尔夫",35,是,无
user_0085,37,女,31961,工程师,深圳,"科技,摄影,高尔夫",29,是,无
user_0086,40,男,24191,工程师,上海,"摄影,健身,阅读,音乐",22,否,首购
user_0087,42,女,29289,医生,成都,"高尔夫,科技,音乐",20,是,无
user_0088,38,男,18288,互联网从业者,北京,"音乐,健身,高尔夫,旅游",14,是,无
user_0089,34,女,21208,企业管理者,上海,"摄影,音乐,健身,高尔夫",15,否,观望
user_0090,39,女,29352,医生,上海,"摄影,阅读,音乐,美食,高尔夫",26,是,无
user_0091,44,男,36195,企业管理者,武汉,"美食,音乐,旅游",15,否,观望
user_0092,40,男,44905,互联网从业者,北京,"科技,音乐,阅读,摄影",35,是,无
user_0093,30,女,13359,医生,深圳,"旅游,音乐",12,是,无
user_0094,38,女,17599,金融从业者,南京,"科技,旅游,高尔夫,阅读",16,是,无
user_0095,27,女,11084,企业管理者,武汉,"摄影,美食",7,是,无
user_0096,43,女,24427,医生,重庆,"阅读,摄影,美食,旅游",22,否,首购
user_0097,26,男,14678,互联网从业者,杭州,"音乐,旅游",5,否,观望
user_0098,29,女,8703,企业管理者,深圳,"科技,旅游,高尔夫,音乐",6,是,无
user_0099,45,女,48491,医生,深圳,"美食,音乐,科技,健身",37,是,无
user_0100,28,男,10514,自由职业,广州,"健身,美食",5,是,无
user_0101,37,女,24537,互联网从业者,北京,"高尔夫,科技,摄影,美食",10,是,无
user_0102,44,女,37918,自由职业,深圳,"音乐,健身,高尔夫",23,是,无
user_0103,40,男,26954,工程师,杭州,"阅读,美食,科技,高尔夫",12,否,首购
user_0104,38,男,33521,企业管理者,广州,"美食,健身,音乐,阅读,高尔夫",21,是,换车
user_0105,33,女,12236,工程师,深圳,"科技,美食,健身,高尔夫",8,否,首购
user_0106,35,男,21267,自由职业,成都,"阅读,音乐,旅游,健身",18,是,无
user_0107,35,男,27017,教师,广州,"美食,旅游,健身,高尔夫",24,是,无
user_0108,28,女,14889,教师,北京,"阅读,高尔夫",9,否,观望
user_0109,27,女,11187,教师,南京,"高尔夫,阅读,美食",6,否,首购
user_0110,38,女,31853,金融从业者,上海,"美食,健身,科技,旅游",26,是,无
user_0111,40,女,36712,互联网从业者,广州,"音乐,旅游,阅读,高尔夫",34,否,观望
user_0112,31,女,17832,金融从业者,武汉,"摄影,高尔夫,健身,旅游",16,是,无
user_0113,29,男,11883,企业管理者,上海,"高尔夫,摄影,音乐,阅读",5,是,无
user_0114,43,女,37949,教师,北京,"摄影,阅读,科技,旅游",27,是,无
user_0115,25,男,10841,工程师,广州,"摄影,科技,美食",5,否,观望
user_0116,36,男,28991,工程师,深圳,"科技,摄影,旅游,音乐,高尔夫",25,否,观望
user_0117,42,女,44302,金融从业者,深圳,"美食,健身,高尔夫",23,是,无
user_0118,36,男,19250,教师,北京,"科技,旅游,健身,高尔夫",12,否,观望
user_0119,33,女,17612,互联网从业者,北京,"美食,阅读,高尔夫,音乐",11,是,换车
user_0120,41,女,40696,互联网从业者,上海,"健身,摄影,科技,音乐",32,否,观望
user_0121,35,男,26496,自由职业,广州,"美食,科技,音乐",15,是,无
user_0122,27,男,11393,销售,南京,"健身,阅读",5,否,观望
user_0123,35,男,19635,工程师,上海,"美食,高尔夫",11,是,无
user_0124,32,女,24587,自由职业,杭州,"音乐,阅读,健身",21,是,换车
user_0125,32,男,21302,教师,广州,"美食,健身,旅游,高尔夫",18,是,无
user_0126,42,女,43762,医生,北京,"旅游,阅读,科技",23,是,无
user_0127,45,女,48400,医生,苏州,"美食,阅读,高尔夫",38,是,无
user_0128,45,男,21877,企业管理者,西安,"健身,旅游,科技,音乐,高尔夫",20,是,无
user_0129,40,男,25916,销售,杭州,"美食,健身,音乐,科技,高尔夫",16,否,首购
user_0130,43,男,31956,销售,苏州,"科技,摄影,高尔夫",25,否,首购
user_0131,35,女,22570,销售,苏州,"科技,音乐,旅游,美食,高尔夫",8,否,观望
user_0132,32,男,21968,工程师,西安,"阅读,美食,音乐,高尔夫",13,否,观望
user_0133,47,女,20930,金融从业者,武汉,"阅读,高尔夫",15,是,无
user_0134,34,男,14614,企业管理者,成都,"高尔夫,旅游",13,是,无
user_0135,46,男,20286,销售,上海,"科技,健身,高尔夫",13,否,观望
user_0136,35,男,17884,教师,武汉,"健身,摄影",10,否,首购
user_0137,35,男,27955,自由职业,成都,"音乐,高尔夫",24,是,无
user_0138,37,女,34874,金融从业者,杭州,"音乐,摄影,健身",24,是,无
user_0139,40,女,31588,互联网从业者,苏州,"高尔夫,摄影,科技,美食",13,是,无
user_0140,35,女,19967,金融从业者,南京,"科技,阅读,旅游",12,是,无
user_0141,32,男,24914,互联网从业者,成都,"摄影,健身",19,否,观望
user_0142,36,女,19002,教师,深圳,"阅读,科技",17,是,无
user_0143,29,女,14367,金融从业者,西安,"健身,科技,阅读",13,否,观望
user_0144,34,男,20114,金融从业者,杭州,"摄影,科技,高尔夫",17,是,无
user_0145,37,男,24079,互联网从业者,杭州,"美食,高尔夫,健身",11,否,观望
user_0146,28,男,9811,销售,武汉,"旅游,高尔夫",9,否,观望
user_0147,37,女,34854,医生,重庆,"科技,阅读,高尔夫",28,是,增购
user_0148,27,男,8384,互联网从业者,天津,"美食,阅读,音乐",3,否,观望
user_0149,40,男,34214,教师,天津,"摄影,高尔夫,健身",30,否,观望
user_0150,35,男,12135,销售,北京,"科技,健身,阅读,音乐",4,否,首购
user_0151,30,女,13605,医生,广州,"阅读,摄影,美食",12,是,无
user_0152,31,女,16193,金融从业者,上海,"摄影,健身,旅游",14,是,无
user_0153,28,男,9491,工程师,天津,"科技,摄影,健身",5,否,观望
user_0154,33,男,18463,企业管理者,重庆,"旅游,高尔夫,健身",10,是,换车
user_0155,40,男,30020,销售,北京,"美食,高尔夫,旅游,阅读",23,否,观望
user_0156,29,女,9511,工程师,成都,"音乐,美食,健身,旅游",7,是,无
user_0157,43,女,26687,教师,深圳,"旅游,美食,高尔夫",17,否,观望
user_0158,41,女,33233,销售,广州,"科技,摄影,音乐,高尔夫",23,是,换车
user_0159,40,男,38976,企业管理者,广州,"高尔夫,美食,阅读,旅游",26,否,首购
user_0160,45,男,35734,金融从业者,广州,"摄影,旅游,科技,高尔夫",24,是,无
user_0161,40,女,37482,医生,北京,"旅游,科技,美食,高尔夫",29,否,观望
user_0162,41,男,29549,金融从业者,北京,"阅读,音乐,高尔夫",25,是,无
user_0163,30,男,16835,医生,上海,"科技,健身",16,是,无
user_0164,30,男,13310,互联网从业者,成都,"高尔夫,美食,摄影",9,是,无
user_0165,47,男,42673,医生,重庆,"高尔夫,阅读,旅游",22,否,观望
user_0166,50,女,29396,工程师,成都,"健身,摄影,阅读,科技,高尔夫",14,是,无
user_0167,28,男,10530,工程师,上海,"健身,美食,阅读,旅游",8,是,无
user_0168,41,女,37137,医生,上海,"高尔夫,健身,旅游",29,否,首购
user_0169,49,男,44125,教师,南京,"摄影,音乐,阅读,旅游",36,是,无
user_0170,42,女,18743,互联网从业者,杭州,"科技,音乐",13,是,无
user_0171,29,女,13104,医生,深圳,"美食,健身,旅游,阅读",10,否,观望
user_0172,43,男,39073,企业管理者,重庆,"美食,阅读,高尔夫",17,否,观望
user_0173,29,女,11860,互联网从业者,苏州,"健身,摄影,阅读",7,否,观望
user_0174,28,男,9401,互联网从业者,南京,"阅读,健身",5,是,无
user_0175,39,男,32776,企业管理者,深圳,"健身,音乐,摄影,美食",22,是,无
user_0176,38,男,31132,金融从业者,北京,"高尔夫,阅读,旅游",24,否,观望
user_0177,50,男,46866,教师,南京,"摄影,高尔夫,旅游",29,否,观望
user_0178,43,女,36397,自由职业,重庆,"阅读,高尔夫,音乐",27,否,观望
user_0179,47,男,28518,金融从业者,上海,"摄影,科技,音乐,旅游,高尔夫",22,否,观望
user_0180,35,女,17849,互联网从业者,重庆,"阅读,旅游,高尔夫,健身",7,是,换车
user_0181,42,男,32018,教师,杭州,"旅游,科技",17,否,观望
user_0182,38,男,25890,金融从业者,杭州,"阅读,健身,高尔夫",16,是,无
user_0183,34,男,14795,互联网从业者,杭州,"旅游,音乐",6,是,无
user_0184,32,男,12551,医生,成都,"旅游,音乐,科技",11,否,首购
user_0185,41,女,22365,医生,南京,"美食,摄影,高尔夫",14,否,观望
user_0186,28,男,8448,企业管理者,深圳,"科技,高尔夫",5,是,无
user_0187,36,女,33783,企业管理者,上海,"旅游,阅读,高尔夫",17,是,无
user_0188,26,女,12306,金融从业者,上海,"旅游,健身,阅读,科技",10,是,无
user_0189,40,女,16041,教师,南京,"科技,旅游,音乐",8,是,无
user_0190,37,女,26781,互联网从业者,上海,"阅读,科技,健身,高尔夫",9,是,无
user_0191,33,男,14834,企业管理者,广州,"美食,高尔夫,旅游,科技",10,是,无
user_0192,25,女,14584,医生,杭州,"旅游,音乐,阅读,高尔夫",13,否,观望
user_0193,49,女,38750,金融从业者,广州,"健身,阅读,高尔夫",14,是,无
user_0194,40,男,22838,企业管理者,北京,"阅读,美食,科技,旅游,高尔夫",15,是,无
user_0195,37,男,23344,自由职业,成都,"音乐,高尔夫,科技,健身",22,是,无
user_0196,36,女,25111,医生,天津,"科技,音乐,高尔夫,美食",17,否,观望
user_0197,45,女,41602,企业管理者,重庆,"美食,阅读,摄影,科技,高尔夫",16,否,首购
user_0198,33,女,22543,销售,北京,"高尔夫,音乐,旅游,阅读",11,是,无
user_0199,38,男,19563,工程师,天津,"阅读,旅游,美食,科技",10,是,无
user_0200,45,女,34629,销售,西安,"阅读,旅游,高尔夫",14,是,无
user_0201,33,女,22312,工程师,苏州,"科技,健身,高尔夫",11,否,观望
user_0202,36,男,28808,金融从业者,深圳,"健身,旅游,美食,高尔夫",19,否,观望
user_0203,47,男,27578,工程师,西安,"旅游,高尔夫,音乐",11,否,观望
user_0204,43,女,21073,互联网从业者,上海,"健身,高尔夫",8,是,无
user_0205,28,男,11908,企业管理者,杭州,"阅读,美食,旅游,科技",8,是,无
user_0206,31,女,18225,教师,苏州,"摄影,科技",9,是,无
user_0207,45,女,40883,互联网从业者,苏州,"科技,美食,阅读,音乐",36,否,首购
user_0208,44,男,19063,工程师,北京,"摄影,阅读,健身",14,否,首购
user_0209,30,男,13763,企业管理者,天津,"科技,阅读,高尔夫,摄影",5,否,观望
user_0210,36,男,27639,工程师,深圳,"音乐,摄影,阅读,美食,高尔夫",14,否,观望
user_0211,38,女,16026,医生,上海,"健身,旅游,阅读",9,是,无
user_0212,25,女,9209,互联网从业者,苏州,"科技,高尔夫,摄影,阅读",5,是,无
user_0213,41,男,28443,互联网从业者,北京,"音乐,摄影,健身,阅读",23,否,观望
user_0214,27,女,10689,医生,天津,"旅游,高尔夫,科技,阅读",4,是,无
user_0215,37,女,29879,医生,深圳,"健身,高尔夫,美食",15,是,无
user_0216,26,女,9195,金融从业者,北京,"旅游,音乐,摄影",7,是,无
user_0217,35,男,18491,互联网从业者,北京,"音乐,旅游",11,否,观望
user_0218,25,男,9133,互联网从业者,苏州,"阅读,科技",5,是,无
user_0219,38,女,32216,销售,天津,"高尔夫,旅游",20,否,观望
user_0220,31,女,22562,金融从业者,广州,"科技,高尔夫,摄影,音乐",8,是,增购
user_0221,40,女,17346,销售,北京,"摄影,音乐,旅游",9,是,无
user_0222,40,男,29640,金融从业者,杭州,"摄影,高尔夫",22,是,无
user_0223,26,男,10477,销售,深圳,"健身,科技,摄影",6,是,无
user_0224,45,男,39723,互联网从业者,武汉,"摄影,阅读,高尔夫",27,否,首购
user_0225,27,女,9756,教师,上海,"美食,摄影",4,否,观望
user_0226,39,男,18531,互联网从业者,天津,"阅读,健身,摄影,科技",9,否,观望
user_0227,35,男,14509,销售,苏州,"高尔夫,健身",13,否,观望
user_0228,33,男,20430,金融从业者,天津,"阅读,音乐,摄影,科技,高尔夫",19,否,观望
user_0229,40,男,21949,工程师,深圳,"旅游,音乐,阅读,美食",12,否,观望
user_0230,45,男,36382,医生,杭州,"健身,摄影,美食,旅游,高尔夫",27,否,首购
user_0231,27,男,14502,企业管理者,南京,"美食,旅游,高尔夫,摄影",10,否,观望
user_0232,28,男,10491,工程师,深圳,"阅读,旅游,高尔夫",4,是,无
user_0233,29,女,8421,互联网从业者,北京,"旅游,音乐,美食,科技",6,否,观望
user_0234,35,女,22742,教师,武汉,"科技,高尔夫,摄影,美食",13,是,无
user_0235,35,女,15490,互联网从业者,苏州,"旅游,健身,摄影,高尔夫",10,是,增购
user_0236,45,男,24330,销售,广州,"健身,高尔夫",19,是,无
user_0237,42,女,28850,企业管理者,南京,"音乐,旅游,美食",13,是,无
user_0238,31,男,16318,医生,重庆,"摄影,音乐,健身",8,否,首购
user_0239,48,男,42534,销售,苏州,"科技,阅读,音乐,高尔夫",31,否,观望
user_0240,46,女,30101,自由职业,南京,"美食,高尔夫",23,否,观望
user_0241,34,男,21814,医生,上海,"美食,阅读,高尔夫,音乐",18,是,无
user_0242,26,男,9026,金融从业者,北京,"摄影,美食,科技",7,否,观望
user_0243,30,女,21602,企业管理者,杭州,"旅游,高尔夫,阅读",9,是,无
user_0244,25,女,8054,医生,上海,"高尔夫,摄影,健身,阅读",5,否,首购
user_0245,26,男,8545,工程师,杭州,"音乐,美食,健身,科技",7,否,观望
user_0246,36,男,34642,互联网从业者,上海,"旅游,健身,高尔夫",31,是,换车
user_0247,38,女,32365,医生,深圳,"摄影,科技,美食,高尔夫",21,否,首购
user_0248,39,女,18537,互联网从业者,广州,"科技,音乐,健身",11,是,无
user_0249,37,女,15795,金融从业者,成都,"高尔夫,音乐,阅读",10,是,无
user_0250,29,男,9081,互联网从业者,西安,"科技,音乐,阅读",3,否,观望
user_0251,45,女,22352,企业管理者,上海,"美食,摄影,科技,旅游",20,否,观望
user_0252,46,女,45608,金融从业者,重庆,"旅游,高尔夫",24,是,无
user_0253,38,女,26792,医生,广州,"美食,旅游,摄影,高尔夫",22,是,换车
user_0254,39,女,26651,互联网从业者,重庆,"科技,摄影,高尔夫",23,是,换车
user_0255,36,女,21026,教师,广州,"摄影,美食,高尔夫,音乐",12,否,观望
user_0256,50,女,42526,金融从业者,杭州,"美食,高尔夫,旅游",24,是,换车
user_0257,25,男,13246,销售,杭州,"阅读,高尔夫,音乐",6,是,无
user_0258,35,女,34728,企业管理者,上海,"高尔夫,摄影,旅游",25,是,无
user_0259,40,男,23729,教师,北京,"健身,阅读,高尔夫",10,否,观望
user_0260,45,女,43330,互联网从业者,上海,"音乐,摄影,健身,高尔夫",17,否,观望
user_0261,48,男,30629,金融从业者,深圳,"摄影,高尔夫,科技",26,是,无
user_0262,27,男,9999,自由职业,北京,"阅读,美食",9,否,观望
user_0263,33,女,17954,教师,深圳,"阅读,摄影,高尔夫,健身",15,是,无
user_0264,45,女,42736,工程师,武汉,"摄影,科技",34,是,无
user_0265,28,女,11412,互联网从业者,上海,"摄影,高尔夫",4,否,首购
user_0266,27,男,11355,金融从业者,上海,"音乐,旅游,健身,阅读",8,是,无
user_0267,38,男,26799,教师,西安,"高尔夫,摄影,健身,旅游",22,是,无
user_0268,45,男,37987,工程师,上海,"健身,科技",17,否,观望
user_0269,37,男,26963,自由职业,重庆,"摄影,旅游,健身,高尔夫",14,是,换车
user_0270,25,女,13302,自由职业,杭州,"科技,美食",8,是,无
user_0271,30,女,9659,医生,广州,"美食,旅游,摄影",3,否,观望
user_0272,40,女,19036,自由职业,广州,"音乐,健身",17,是,无
user_0273,37,男,30634,教师,苏州,"健身,高尔夫,阅读,美食",22,否,观望
user_0274,35,女,28677,教师,深圳,"阅读,美食,高尔夫",10,否,观望
user_0275,36,女,15821,教师,苏州,"科技,摄影,健身",13,是,无
user_0276,37,女,19191,企业管理者,南京,"科技,音乐",18,是,无
user_0277,27,男,14039,工程师,北京,"科技,音乐,阅读",7,否,观望
user_0278,44,女,22256,企业管理者,苏州,"美食,健身,阅读,高尔夫",15,否,观望
user_0279,42,女,26311,医生,上海,"科技,音乐",13,是,无
user_0280,34,男,12403,企业管理者,深圳,"旅游,摄影",7,否,观望
user_0281,36,女,31448,工程师,杭州,"健身,音乐",17,是,无
user_0282,32,男,22057,工程师,苏州,"健身,高尔夫",13,是,无
user_0283,34,男,21502,互联网从业者,成都,"高尔夫,美食,摄影,音乐",11,否,观望
user_0284,43,男,42170,金融从业者,西安,"摄影,旅游,高尔夫",16,否,首购
user_0285,39,女,20464,销售,天津,"科技,音乐",10,是,无
user_0286,28,女,12610,企业管理者,天津,"旅游,摄影",10,是,无
user_0287,33,男,17687,教师,西安,"美食,摄影,高尔夫",15,是,无
user_0288,41,女,25840,工程师,北京,"音乐,健身,美食,高尔夫",18,否,观望
user_0289,28,男,11117,医生,深圳,"美食,科技,旅游",10,是,无
user_0290,46,女,21680,金融从业者,成都,"健身,美食,高尔夫,阅读",15,否,观望
user_0291,35,男,17325,医生,天津,"音乐,高尔夫,摄影",15,否,首购
user_0292,42,男,40977,工程师,南京,"科技,音乐,旅游",27,是,无
user_0293,30,男,8599,互联网从业者,苏州,"摄影,美食,健身",7,是,无
user_0294,37,女,28070,医生,杭州,"科技,健身",20,否,首购
user_0295,35,男,30514,教师,杭州,"阅读,音乐,美食,高尔夫",15,否,观望
user_0296,40,女,23910,企业管理者,苏州,"科技,摄影,旅游,高尔夫",21,是,无
user_0297,31,女,14364,工程师,天津,"音乐,阅读,高尔夫,美食",9,否,首购
user_0298,43,女,35088,教师,杭州,"健身,摄影,音乐,阅读",32,否,观望
user_0299,42,女,44403,销售,杭州,"美食,健身,高尔夫",18,是,无
user_0300,38,男,33540,工程师,武汉,"高尔夫,音乐",12,是,无
user_0301,40,女,17946,教师,深圳,"美食,科技,高尔夫,摄影",8,否,观望
user_0302,35,男,25300,自由职业,成都,"摄影,科技,高尔夫",24,否,首购
user_0303,45,男,43485,工程师,北京,"健身,高尔夫,科技,美食",20,是,无
user_0304,35,男,15696,互联网从业者,上海,"美食,高尔夫,音乐",12,是,增购
user_0305,30,女,18643,销售,西安,"美食,健身",14,是,无
user_0306,41,男,22259,销售,上海,"摄影,高尔夫,美食",18,是,无
user_0307,36,男,18496,企业管理者,西安,"美食,阅读,旅游",15,是,增购
user_0308,38,男,31732,工程师,成都,"摄影,阅读,音乐,科技,高尔夫",18,否,首购
user_0309,39,女,15871,医生,天津,"音乐,旅游,摄影",7,是,无
user_0310,38,女,17298,金融从业者,苏州,"音乐,旅游,科技,美食",14,否,观望
user_0311,49,男,44947,工程师,深圳,"阅读,健身,高尔夫",38,否,观望
user_0312,26,男,14617,互联网从业者,成都,"旅游,阅读,科技,高尔夫",13,否,观望
user_0313,40,男,25648,互联网从业者,重庆,"音乐,高尔夫",16,是,无
user_0314,25,男,11723,销售,广州,"美食,科技,旅游,健身",7,是,换车
user_0315,38,女,16838,企业管理者,广州,"科技,音乐",8,否,首购
user_0316,41,男,24257,教师,上海,"美食,阅读,高尔夫",21,否,观望
user_0317,39,男,33698,工程师,上海,"摄影,旅游",23,否,观望
user_0318,38,男,22593,销售,杭州,"旅游,摄影,高尔夫,科技",12,是,无
user_0319,45,女,23235,互联网从业者,北京,"阅读,旅游,科技,音乐,高尔夫",14,否,观望
user_0320,44,男,27553,互联网从业者,南京,"阅读,科技,高尔夫",11,否,首购
user_0321,34,男,19881,金融从业者,北京,"健身,科技,美食",18,否,观望
user_0322,36,女,19106,自由职业,南京,"健身,阅读,音乐,科技",11,否,观望
user_0323,34,男,14955,医生,广州,"科技,健身,旅游",5,是,无
user_0324,48,女,30044,工程师,重庆,"美食,健身,阅读",21,是,无
user_0325,36,女,25672,医生,重庆,"美食,健身,科技,高尔夫",12,否,首购
user_0326,44,女,40771,金融从业者,杭州,"健身,旅游,高尔夫",18,否,首购
user_0327,30,女,8708,自由职业,西安,"阅读,摄影",3,是,无
user_0328,47,男,35635,工程师,南京,"科技,高尔夫,美食,旅游",19,否,首购
user_0329,43,男,42956,自由职业,广州,"音乐,摄影,高尔夫",25,否,观望
user_0330,38,男,20405,工程师,上海,"科技,摄影,美食,音乐,高尔夫",18,是,无
user_0331,29,男,10475,销售,西安,"音乐,美食,科技,摄影",4,是,增购
user_0332,39,男,34018,企业管理者,上海,"旅游,高尔夫,音乐,健身",15,是,无
user_0333,26,男,13454,金融从业者,深圳,"美食,高尔夫,音乐",9,是,无
user_0334,35,女,17416,自由职业,上海,"音乐,科技,美食,旅游",9,是,无
user_0335,36,男,23005,互联网从业者,南京,"摄影,高尔夫,健身",20,否,观望
user_0336,34,女,17799,销售,天津,"科技,阅读",6,是,无
user_0337,28,男,14893,工程师,天津,"健身,科技,高尔夫,音乐",6,是,无
user_0338,30,女,20452,金融从业者,深圳,"阅读,高尔夫",13,否,首购
user_0339,30,男,10428,企业管理者,成都,"科技,旅游,摄影,美食",7,是,无
